Genome_ID	Species	Accession	Gene_ID	Module_ID	Catalog_gene_symbol	locus_tag	Prokka_gene	EC_number	product	Evidence
LABG_0155	Lactiplantibacillus plantarum	GCF_014131735.1	GC017	FM03	rpe	LABG0155_01431	rpe	5.1.3.1	Ribulose-phosphate 3-epimerase	gene+EC
LABG_0155	Lactiplantibacillus plantarum	GCF_014131735.1	GC021	FM05	adhE	LABG0155_01467	adh_2	1.1.1.1	Alcohol dehydrogenase	EC
LABG_0155	Lactiplantibacillus plantarum	GCF_014131735.1	GC022	FM05	adh	LABG0155_01467	adh_2	1.1.1.1	Alcohol dehydrogenase	gene+EC
LABG_0155	Lactiplantibacillus plantarum	GCF_014131735.1	GC031	FM07	adhE	LABG0155_01467	adh_2	1.1.1.1	Alcohol dehydrogenase	EC
LABG_0155	Lactiplantibacillus plantarum	GCF_014131735.1	GC010	FM01	pyk	LABG0155_01662	pyk	2.7.1.40	Pyruvate kinase	gene+EC
LABG_0155	Lactiplantibacillus plantarum	GCF_014131735.1	GC003	FM01	pfk	LABG0155_01663	pfkA	2.7.1.11	ATP-dependent 6-phosphofructokinase	EC
LABG_0155	Lactiplantibacillus plantarum	GCF_014131735.1	GC009	FM01	eno	LABG0155_01682	eno_2	4.2.1.11	Enolase	gene+EC
LABG_0155	Lactiplantibacillus plantarum	GCF_014131735.1	GC029	FM07	noxE	LABG0155_01709	nox_2	1.6.3.4	NADH oxidase	EC
LABG_0155	Lactiplantibacillus plantarum	GCF_014131735.1	GC025	FM06	alsD	LABG0155_01766	aldC	4.1.1.5	Alpha-acetolactate decarboxylase	EC
LABG_0155	Lactiplantibacillus plantarum	GCF_014131735.1	GC012	FM02	ldhD	LABG0155_01791		1.1.1.28	D-lactate dehydrogenase	EC
LABG_0155	Lactiplantibacillus plantarum	GCF_014131735.1	GC033	FM07	ldhD	LABG0155_01791		1.1.1.28	D-lactate dehydrogenase	EC
LABG_0155	Lactiplantibacillus plantarum	GCF_014131735.1	GC011	FM02	ldh	LABG0155_01872	ldh_1	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0155	Lactiplantibacillus plantarum	GCF_014131735.1	GC032	FM07	ldh	LABG0155_01872	ldh_1	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0155	Lactiplantibacillus plantarum	GCF_014131735.1	GC015	FM03	pgl	LABG0155_01928	pgl	3.1.1.31	6-phosphogluconolactonase	gene+EC
LABG_0155	Lactiplantibacillus plantarum	GCF_014131735.1	GC020	FM04	ackA	LABG0155_01972	ackA_1	2.7.2.1	Acetate kinase	gene+EC
LABG_0155	Lactiplantibacillus plantarum	GCF_014131735.1	GC011	FM02	ldh	LABG0155_02221	ldh_2	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0155	Lactiplantibacillus plantarum	GCF_014131735.1	GC032	FM07	ldh	LABG0155_02221	ldh_2	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0155	Lactiplantibacillus plantarum	GCF_014131735.1	GC024	FM06	alsS	LABG0155_02298	alsS	2.2.1.6	Acetolactate synthase	gene+EC
LABG_0155	Lactiplantibacillus plantarum	GCF_014131735.1	GC008	FM01	pgm	LABG0155_02383	gpmA_3	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0155	Lactiplantibacillus plantarum	GCF_014131735.1	GC008	FM01	pgm	LABG0155_02384	gpmA_4	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0155	Lactiplantibacillus plantarum	GCF_014131735.1	GC012	FM02	ldhD	LABG0155_02406		1.1.1.28	D-lactate dehydrogenase	EC
LABG_0155	Lactiplantibacillus plantarum	GCF_014131735.1	GC033	FM07	ldhD	LABG0155_02406		1.1.1.28	D-lactate dehydrogenase	EC
LABG_0155	Lactiplantibacillus plantarum	GCF_014131735.1	GC027	FM06	pox	LABG0155_02424	pox5_4	1.2.3.3	Pyruvate oxidase	EC
LABG_0155	Lactiplantibacillus plantarum	GCF_014131735.1	GC027	FM06	pox	LABG0155_02426	pox5_5	1.2.3.3	Pyruvate oxidase	EC
LABG_0155	Lactiplantibacillus plantarum	GCF_014131735.1	GC019	FM04	pta	LABG0155_02463	pta	2.3.1.8	Phosphate acetyltransferase	gene+EC
LABG_0155	Lactiplantibacillus plantarum	GCF_014131735.1	GC009	FM01	eno	LABG0155_02476	eno2	4.2.1.11	Enolase 2	EC
LABG_0155	Lactiplantibacillus plantarum	GCF_014131735.1	GC005	FM01	tpi	LABG0155_02477	tpiA	5.3.1.1	Triosephosphate isomerase	EC
LABG_0155	Lactiplantibacillus plantarum	GCF_014131735.1	GC007	FM01	pgk	LABG0155_02478	pgk	2.7.2.3	Phosphoglycerate kinase	gene+EC
LABG_0155	Lactiplantibacillus plantarum	GCF_014131735.1	GC006	FM01	gap	LABG0155_02479	gap	1.2.1.12	Glyceraldehyde-3-phosphate dehydrogenase	gene+EC
LABG_0155	Lactiplantibacillus plantarum	GCF_014131735.1	GC029	FM07	noxE	LABG0155_02498	nox_3	1.6.3.4	NADH oxidase	EC
LABG_0155	Lactiplantibacillus plantarum	GCF_014131735.1	GC029	FM07	noxE	LABG0155_02510	nox_4	1.6.3.4	NADH oxidase	EC
LABG_0155	Lactiplantibacillus plantarum	GCF_014131735.1	GC018	FM03	rpi	LABG0155_02595	rpiA_1	5.3.1.6	Ribose-5-phosphate isomerase A	EC
LABG_0155	Lactiplantibacillus plantarum	GCF_014131735.1	GC008	FM01	pgm	LABG0155_02598	gpmA_5	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0155	Lactiplantibacillus plantarum	GCF_014131735.1	GC011	FM02	ldh	LABG0155_02656	ldh_3	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0155	Lactiplantibacillus plantarum	GCF_014131735.1	GC032	FM07	ldh	LABG0155_02656	ldh_3	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0155	Lactiplantibacillus plantarum	GCF_014131735.1	GC018	FM03	rpi	LABG0155_02792	rpiA_2	5.3.1.6	Ribose-5-phosphate isomerase A	EC
LABG_0155	Lactiplantibacillus plantarum	GCF_014131735.1	GC004	FM01	fba	LABG0155_02817	fba	4.1.2.13	Fructose-bisphosphate aldolase	gene+EC
LABG_0155	Lactiplantibacillus plantarum	GCF_014131735.1	GC021	FM05	adhE	LABG0155_02818	adhE_2		Aldehyde-alcohol dehydrogenase	gene
LABG_0155	Lactiplantibacillus plantarum	GCF_014131735.1	GC031	FM07	adhE	LABG0155_02818	adhE_2		Aldehyde-alcohol dehydrogenase	gene
LABG_0155	Lactiplantibacillus plantarum	GCF_014131735.1	GC020	FM04	ackA	LABG0155_02838	ackA_2	2.7.2.1	Acetate kinase	gene+EC
LABG_0155	Lactiplantibacillus plantarum	GCF_014131735.1	GC020	FM04	ackA	LABG0155_02917	ackA_3	2.7.2.1	Acetate kinase	gene+EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC021	FM05	adhE	LABG0156_00129	adh_1	1.1.1.1	Alcohol dehydrogenase	EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC022	FM05	adh	LABG0156_00129	adh_1	1.1.1.1	Alcohol dehydrogenase	gene+EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC031	FM07	adhE	LABG0156_00129	adh_1	1.1.1.1	Alcohol dehydrogenase	EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC017	FM03	rpe	LABG0156_00165	rpe	5.1.3.1	Ribulose-phosphate 3-epimerase	gene+EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC001	FM01	glk	LABG0156_00211	glcK	2.7.1.2	Glucokinase	EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC016	FM03	gnd	LABG0156_00238	gnd	1.1.1.44	6-phosphogluconate dehydrogenase, decarboxylating	gene+EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC030	FM07	npr	LABG0156_00294	npr_1	1.11.1.1	NADH peroxidase	gene+EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC009	FM01	eno	LABG0156_00309	eno_1	4.2.1.11	Enolase	gene+EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC011	FM02	ldh	LABG0156_00665	ldh_1	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC032	FM07	ldh	LABG0156_00665	ldh_1	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC024	FM06	alsS	LABG0156_00742	alsS	2.2.1.6	Acetolactate synthase	gene+EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC008	FM01	pgm	LABG0156_00825	gpmA_1	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC008	FM01	pgm	LABG0156_00826	gpmA_2	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC012	FM02	ldhD	LABG0156_00848		1.1.1.28	D-lactate dehydrogenase	EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC033	FM07	ldhD	LABG0156_00848		1.1.1.28	D-lactate dehydrogenase	EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC027	FM06	pox	LABG0156_00866	pox5_1	1.2.3.3	Pyruvate oxidase	EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC027	FM06	pox	LABG0156_00868	pox5_2	1.2.3.3	Pyruvate oxidase	EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC019	FM04	pta	LABG0156_00906	pta	2.3.1.8	Phosphate acetyltransferase	gene+EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC009	FM01	eno	LABG0156_00919	eno2	4.2.1.11	Enolase 2	EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC005	FM01	tpi	LABG0156_00920	tpiA	5.3.1.1	Triosephosphate isomerase	EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC007	FM01	pgk	LABG0156_00921	pgk	2.7.2.3	Phosphoglycerate kinase	gene+EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC006	FM01	gap	LABG0156_00922	gap	1.2.1.12	Glyceraldehyde-3-phosphate dehydrogenase	gene+EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC029	FM07	noxE	LABG0156_00941	nox_1	1.6.3.4	NADH oxidase	EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC029	FM07	noxE	LABG0156_00953	nox_2	1.6.3.4	NADH oxidase	EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC018	FM03	rpi	LABG0156_01038	rpiA_1	5.3.1.6	Ribose-5-phosphate isomerase A	EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC008	FM01	pgm	LABG0156_01041	gpmA_3	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC011	FM02	ldh	LABG0156_01117	ldh_2	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC032	FM07	ldh	LABG0156_01117	ldh_2	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC018	FM03	rpi	LABG0156_01247	rpiA_2	5.3.1.6	Ribose-5-phosphate isomerase A	EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC004	FM01	fba	LABG0156_01272	fba	4.1.2.13	Fructose-bisphosphate aldolase	gene+EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC021	FM05	adhE	LABG0156_01273	adhE_1		Aldehyde-alcohol dehydrogenase	gene
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC031	FM07	adhE	LABG0156_01273	adhE_1		Aldehyde-alcohol dehydrogenase	gene
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC020	FM04	ackA	LABG0156_01293	ackA_1	2.7.2.1	Acetate kinase	gene+EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC020	FM04	ackA	LABG0156_01373	ackA_2	2.7.2.1	Acetate kinase	gene+EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC021	FM05	adhE	LABG0156_01572	adhE_2		Aldehyde-alcohol dehydrogenase	gene
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC031	FM07	adhE	LABG0156_01572	adhE_2		Aldehyde-alcohol dehydrogenase	gene
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC027	FM06	pox	LABG0156_01640	pox5_3	1.2.3.3	Pyruvate oxidase	EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC027	FM06	pox	LABG0156_01642	pox5_4	1.2.3.3	Pyruvate oxidase	EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC013	FM03	xfp	LABG0156_01665	xpkA_1	4.1.2.9	Xylulose-5-phosphate phosphoketolase	EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC029	FM07	noxE	LABG0156_01755	nox_3	1.6.3.4	NADH oxidase	EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC023	FM06	pfl	LABG0156_01851	pflB	2.3.1.54	Formate acetyltransferase	EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC008	FM01	pgm	LABG0156_01970	gpmA_4	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC021	FM05	adhE	LABG0156_02216	adh_2	1.1.1.1	Alcohol dehydrogenase	EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC022	FM05	adh	LABG0156_02216	adh_2	1.1.1.1	Alcohol dehydrogenase	gene+EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC031	FM07	adhE	LABG0156_02216	adh_2	1.1.1.1	Alcohol dehydrogenase	EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC008	FM01	pgm	LABG0156_02220	gpmA_5	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC014	FM03	zwf	LABG0156_02373	zwf	1.1.1.49	Glucose-6-phosphate 1-dehydrogenase	gene+EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC013	FM03	xfp	LABG0156_02391	xpkA_2	4.1.2.9	Xylulose-5-phosphate phosphoketolase	EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC027	FM06	pox	LABG0156_02411	pox5_5	1.2.3.3	Pyruvate oxidase	EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC030	FM07	npr	LABG0156_02466	npr_2	1.11.1.1	NADH peroxidase	gene+EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC002	FM01	pgi	LABG0156_02500	pgi	5.3.1.9	Glucose-6-phosphate isomerase	gene+EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC020	FM04	ackA	LABG0156_02721	ackA_3	2.7.2.1	Acetate kinase	gene+EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC015	FM03	pgl	LABG0156_02765	pgl	3.1.1.31	6-phosphogluconolactonase	gene+EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC011	FM02	ldh	LABG0156_02823	ldh_3	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC032	FM07	ldh	LABG0156_02823	ldh_3	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC012	FM02	ldhD	LABG0156_02902		1.1.1.28	D-lactate dehydrogenase	EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC033	FM07	ldhD	LABG0156_02902		1.1.1.28	D-lactate dehydrogenase	EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC025	FM06	alsD	LABG0156_02927	aldC	4.1.1.5	Alpha-acetolactate decarboxylase	EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC029	FM07	noxE	LABG0156_02984	nox_4	1.6.3.4	NADH oxidase	EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC009	FM01	eno	LABG0156_03011	eno_2	4.2.1.11	Enolase	gene+EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC003	FM01	pfk	LABG0156_03030	pfkA	2.7.1.11	ATP-dependent 6-phosphofructokinase	EC
LABG_0156	Lactiplantibacillus plantarum	GCF_014840995.1	GC010	FM01	pyk	LABG0156_03031	pyk	2.7.1.40	Pyruvate kinase	gene+EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC020	FM04	ackA	LABG0157_00197	ackA_1	2.7.2.1	Acetate kinase	gene+EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC020	FM04	ackA	LABG0157_00274	ackA_2	2.7.2.1	Acetate kinase	gene+EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC021	FM05	adhE	LABG0157_00291	adhE_1		Aldehyde-alcohol dehydrogenase	gene
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC031	FM07	adhE	LABG0157_00291	adhE_1		Aldehyde-alcohol dehydrogenase	gene
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC004	FM01	fba	LABG0157_00292	fba	4.1.2.13	Fructose-bisphosphate aldolase	gene+EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC018	FM03	rpi	LABG0157_00317	rpiA_1	5.3.1.6	Ribose-5-phosphate isomerase A	EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC011	FM02	ldh	LABG0157_00437	ldh_1	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC032	FM07	ldh	LABG0157_00437	ldh_1	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC008	FM01	pgm	LABG0157_00554	gpmA_1	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC018	FM03	rpi	LABG0157_00557	rpiA_2	5.3.1.6	Ribose-5-phosphate isomerase A	EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC029	FM07	noxE	LABG0157_00643	nox_1	1.6.3.4	NADH oxidase	EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC029	FM07	noxE	LABG0157_00644	nox_2	1.6.3.4	NADH oxidase	EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC029	FM07	noxE	LABG0157_00650	nox_3	1.6.3.4	NADH oxidase	EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC006	FM01	gap	LABG0157_00669	gap	1.2.1.12	Glyceraldehyde-3-phosphate dehydrogenase	gene+EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC007	FM01	pgk	LABG0157_00670	pgk	2.7.2.3	Phosphoglycerate kinase	gene+EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC005	FM01	tpi	LABG0157_00671	tpiA	5.3.1.1	Triosephosphate isomerase	EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC009	FM01	eno	LABG0157_00672	eno2	4.2.1.11	Enolase 2	EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC019	FM04	pta	LABG0157_00687	pta	2.3.1.8	Phosphate acetyltransferase	gene+EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC027	FM06	pox	LABG0157_00724	pox5_1	1.2.3.3	Pyruvate oxidase	EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC027	FM06	pox	LABG0157_00726	pox5_2	1.2.3.3	Pyruvate oxidase	EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC027	FM06	pox	LABG0157_00727	pox5_3	1.2.3.3	Pyruvate oxidase	EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC012	FM02	ldhD	LABG0157_00745		1.1.1.28	D-lactate dehydrogenase	EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC033	FM07	ldhD	LABG0157_00745		1.1.1.28	D-lactate dehydrogenase	EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC008	FM01	pgm	LABG0157_00767	gpmA_2	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC008	FM01	pgm	LABG0157_00768	gpmA_3	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC024	FM06	alsS	LABG0157_00851	alsS	2.2.1.6	Acetolactate synthase	gene+EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC011	FM02	ldh	LABG0157_00928	ldh_2	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC032	FM07	ldh	LABG0157_00928	ldh_2	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC030	FM07	npr	LABG0157_01252	npr_1	1.11.1.1	NADH peroxidase	gene+EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC016	FM03	gnd	LABG0157_01339	gnd	1.1.1.44	6-phosphogluconate dehydrogenase, decarboxylating	gene+EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC001	FM01	glk	LABG0157_01366	glcK	2.7.1.2	Glucokinase	EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC017	FM03	rpe	LABG0157_01412	rpe	5.1.3.1	Ribulose-phosphate 3-epimerase	gene+EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC021	FM05	adhE	LABG0157_01449		1.1.1.1	putative zinc-binding alcohol dehydrogenase	EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC022	FM05	adh	LABG0157_01449		1.1.1.1	putative zinc-binding alcohol dehydrogenase	EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC031	FM07	adhE	LABG0157_01449		1.1.1.1	putative zinc-binding alcohol dehydrogenase	EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC010	FM01	pyk	LABG0157_01646	pyk	2.7.1.40	Pyruvate kinase	gene+EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC003	FM01	pfk	LABG0157_01647	pfkA	2.7.1.11	ATP-dependent 6-phosphofructokinase	EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC009	FM01	eno	LABG0157_01665	eno	4.2.1.11	Enolase	gene+EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC029	FM07	noxE	LABG0157_01688	nox_4	1.6.3.4	NADH oxidase	EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC025	FM06	alsD	LABG0157_01744	aldC	4.1.1.5	Alpha-acetolactate decarboxylase	EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC012	FM02	ldhD	LABG0157_01769		1.1.1.28	D-lactate dehydrogenase	EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC033	FM07	ldhD	LABG0157_01769		1.1.1.28	D-lactate dehydrogenase	EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC011	FM02	ldh	LABG0157_01852	ldh_3	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC032	FM07	ldh	LABG0157_01852	ldh_3	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC015	FM03	pgl	LABG0157_01907	pgl	3.1.1.31	6-phosphogluconolactonase	gene+EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC020	FM04	ackA	LABG0157_01951	ackA_3	2.7.2.1	Acetate kinase	gene+EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC002	FM01	pgi	LABG0157_02097	pgi	5.3.1.9	Glucose-6-phosphate isomerase	gene+EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC030	FM07	npr	LABG0157_02132	npr_2	1.11.1.1	NADH peroxidase	gene+EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC027	FM06	pox	LABG0157_02193	pox5_4	1.2.3.3	Pyruvate oxidase	EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC013	FM03	xfp	LABG0157_02215	xpkA_1	4.1.2.9	Xylulose-5-phosphate phosphoketolase	EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC014	FM03	zwf	LABG0157_02233	zwf	1.1.1.49	Glucose-6-phosphate 1-dehydrogenase	gene+EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC008	FM01	pgm	LABG0157_02391	gpmA_4	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC021	FM05	adhE	LABG0157_02395	adh	1.1.1.1	Alcohol dehydrogenase	EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC022	FM05	adh	LABG0157_02395	adh	1.1.1.1	Alcohol dehydrogenase	gene+EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC031	FM07	adhE	LABG0157_02395	adh	1.1.1.1	Alcohol dehydrogenase	EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC008	FM01	pgm	LABG0157_02622	gpmA_5	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC023	FM06	pfl	LABG0157_02749	pflB	2.3.1.54	Formate acetyltransferase	EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC029	FM07	noxE	LABG0157_02840	nox_5	1.6.3.4	NADH oxidase	EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC013	FM03	xfp	LABG0157_02929	xpkA_2	4.1.2.9	Xylulose-5-phosphate phosphoketolase	EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC001	FM01	glk	LABG0157_02944	glkA	2.7.1.2	Glucokinase	EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC027	FM06	pox	LABG0157_02961	pox5_5	1.2.3.3	Pyruvate oxidase	EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC027	FM06	pox	LABG0157_02963	pox5_6	1.2.3.3	Pyruvate oxidase	EC
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC021	FM05	adhE	LABG0157_03024	adhE_2		Aldehyde-alcohol dehydrogenase	gene
