Genome_ID,Species,Accession,Study_group,GC001,GC002,GC003,GC004,GC005,GC006,GC007,GC008,GC009,GC010,GC011,GC012,GC013,GC014,GC015,GC016,GC017,GC018,GC019,GC020,GC021,GC022,GC023,GC024,GC025,GC027,GC029,GC030,GC031,GC032,GC033
LABG_0138,Lactiplantibacillus plantarum,GCF_009937825.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0139,Lactiplantibacillus plantarum,GCF_010092485.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0140,Lactiplantibacillus plantarum,GCF_010586945.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0141,Lactiplantibacillus plantarum,GCF_011022295.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0142,Lactiplantibacillus plantarum,GCF_011304595.2,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0143,Lactiplantibacillus plantarum,GCF_012109355.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0144,Lactiplantibacillus plantarum,GCF_012974545.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0145,Lactiplantibacillus paraplantarum,GCF_013113675.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0146,Lactiplantibacillus plantarum,GCF_013155145.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0147,Lactiplantibacillus plantarum,GCF_013256965.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0148,Lactiplantibacillus plantarum,GCF_013305265.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0149,Lactiplantibacillus plantarum,GCF_013367715.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0150,Lactiplantibacillus plantarum,GCF_013458335.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0151,Lactiplantibacillus plantarum,GCF_013487805.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0152,Lactiplantibacillus plantarum,GCF_013694305.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0153,Lactiplantibacillus plantarum,GCF_014041895.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0154,Lactiplantibacillus plantarum,GCF_014084065.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0155,Lactiplantibacillus plantarum,GCF_014131735.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0156,Lactiplantibacillus plantarum,GCF_014840995.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0157,Lactiplantibacillus plantarum,GCF_015377525.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0158,Lactiplantibacillus plantarum,GCF_015693925.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0159,Lactiplantibacillus plantarum,GCF_016066915.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0160,Lactiplantibacillus plantarum,GCF_016415605.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0161,Lactiplantibacillus plantarum,GCF_016598735.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0162,Lactiplantibacillus plantarum,GCF_016775685.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0163,Lactiplantibacillus plantarum,GCF_016812075.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0164,Lactiplantibacillus plantarum,GCF_016838645.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0165,Lactiplantibacillus plantarum,GCF_016894405.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0166,Lactiplantibacillus plantarum,GCF_017301935.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0167,Lactiplantibacillus plantarum,GCF_017351995.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0168,Lactiplantibacillus plantarum,GCF_017576965.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0169,Lactiplantibacillus plantarum,GCF_017742875.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0170,Lactiplantibacillus plantarum,GCF_017798305.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0171,Lactiplantibacillus plantarum,GCF_018351295.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0172,Lactiplantibacillus plantarum,GCF_018588605.2,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0173,Lactiplantibacillus plantarum,GCF_018588615.2,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0174,Lactiplantibacillus plantarum,GCF_018588665.2,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0175,Lactiplantibacillus plantarum,GCF_019076805.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0176,Lactiplantibacillus plantarum,GCF_019211765.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0177,Lactiplantibacillus plantarum,GCF_019211785.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0178,Lactiplantibacillus plantarum,GCF_019321805.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0179,Lactiplantibacillus plantarum,GCF_019399915.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0180,Lactiplantibacillus plantarum,GCF_019425695.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0181,Lactiplantibacillus plantarum,GCF_019469465.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0182,Lactiplantibacillus plantarum,GCF_020881935.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0183,Lactiplantibacillus plantarum,GCF_021279005.2,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0184,Lactiplantibacillus plantarum,GCF_021559675.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0185,Lactiplantibacillus plantarum,GCF_021559915.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0186,Lactiplantibacillus plantarum,GCF_021560135.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0187,Lactiplantibacillus plantarum,GCF_021650875.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0188,Lactiplantibacillus paraplantarum,GCF_021869545.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0189,Lactiplantibacillus plantarum,GCF_022558425.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0190,Lactiplantibacillus plantarum,GCF_022810685.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0191,Lactiplantibacillus plantarum,GCF_023207995.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0192,Lactiplantibacillus plantarum,GCF_023278325.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0193,Lactiplantibacillus plantarum,GCF_023347215.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0194,Lactiplantibacillus plantarum,GCF_023348385.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0195,Lactiplantibacillus plantarum,GCF_023348465.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0196,Lactiplantibacillus plantarum,GCF_023348525.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0197,Lactiplantibacillus plantarum,GCF_023370155.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0198,Lactiplantibacillus pentosus,GCF_023823145.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0199,Lactiplantibacillus pentosus,GCF_023972895.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0200,Lactiplantibacillus plantarum,GCF_023973045.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0201,Lactiplantibacillus plantarum,GCF_024137845.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0202,Lactiplantibacillus plantarum,GCF_024137985.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0203,Lactiplantibacillus plantarum,GCF_024181685.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0204,Lactiplantibacillus plantarum,GCF_024181705.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0205,Lactiplantibacillus plantarum,GCF_024396815.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0206,Lactiplantibacillus plantarum,GCF_024442115.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0207,Lactiplantibacillus plantarum,GCF_024732385.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0208,Lactiplantibacillus plantarum,GCF_024758665.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0209,Lactiplantibacillus plantarum,GCF_024758745.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0210,Lactiplantibacillus plantarum,GCF_024800605.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0211,Lactiplantibacillus plantarum,GCF_024969715.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0212,Lactiplantibacillus plantarum,GCF_024969905.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0213,Lactiplantibacillus plantarum,GCF_024970125.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0214,Lactiplantibacillus plantarum,GCF_024970145.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0215,Lactiplantibacillus plantarum,GCF_024970165.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0216,Lactiplantibacillus plantarum,GCF_025144505.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0217,Lactiplantibacillus pentosus,GCF_025398935.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0218,Lactiplantibacillus plantarum,GCF_025402835.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0219,Lactiplantibacillus plantarum,GCF_025723165.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0220,Lactiplantibacillus plantarum,GCF_026013765.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0221,Lactiplantibacillus plantarum,GCF_026016545.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0222,Lactiplantibacillus plantarum,GCF_026153115.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0223,Lactiplantibacillus plantarum,GCF_026183415.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0224,Lactiplantibacillus pentosus,GCF_026222675.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0225,Lactiplantibacillus plantarum,GCF_026240755.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0226,Lactiplantibacillus plantarum,GCF_026689375.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0227,Lactiplantibacillus plantarum,GCF_026976315.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0228,Lactiplantibacillus plantarum,GCF_027474465.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0229,Lactiplantibacillus plantarum,GCF_027557615.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0230,Lactiplantibacillus plantarum,GCF_027558615.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0231,Lactiplantibacillus plantarum,GCF_027920405.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0232,Lactiplantibacillus plantarum,GCF_028201575.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0233,Lactiplantibacillus plantarum,GCF_028463965.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0234,Lactiplantibacillus plantarum,GCF_028768485.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0235,Lactiplantibacillus plantarum,GCF_028869445.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0236,Lactiplantibacillus paraplantarum,GCF_029025825.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0237,Lactiplantibacillus paraplantarum,GCF_029391915.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0238,Lactiplantibacillus plantarum,GCF_029542245.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0239,Lactiplantibacillus plantarum,GCF_029543005.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0240,Lactiplantibacillus plantarum,GCF_029590535.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0241,Lactiplantibacillus plantarum,GCF_029637825.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0242,Lactiplantibacillus plantarum,GCF_029814785.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0243,Lactiplantibacillus plantarum,GCF_029834415.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0244,Lactiplantibacillus plantarum,GCF_029854235.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0245,Lactiplantibacillus plantarum,GCF_029854315.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0246,Lactiplantibacillus plantarum,GCF_029854335.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0247,Lactiplantibacillus plantarum,GCF_029855105.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0248,Lactiplantibacillus plantarum,GCF_029906425.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0249,Lactiplantibacillus plantarum,GCF_030253605.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0250,Lactiplantibacillus plantarum,GCF_030297695.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0251,Lactiplantibacillus plantarum,GCF_030297735.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0252,Lactiplantibacillus plantarum,GCF_030463605.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0253,Lactiplantibacillus pentosus,GCF_030480485.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0254,Lactiplantibacillus pentosus,GCF_030489685.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0255,Lactiplantibacillus plantarum,GCF_030503695.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0256,Lactiplantibacillus plantarum,GCF_030758995.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0257,Lactiplantibacillus plantarum,GCF_031348585.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0258,Lactiplantibacillus plantarum,GCF_031432955.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0259,Lactiplantibacillus plantarum,GCF_031583165.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0260,Lactiplantibacillus plantarum,GCF_031596315.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0261,Lactiplantibacillus plantarum,GCF_031597175.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0262,Lactiplantibacillus plantarum,GCF_031876755.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0263,Lactiplantibacillus plantarum,GCF_031877725.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0264,Lactiplantibacillus plantarum,GCF_032463565.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0265,Lactiplantibacillus plantarum,GCF_032463585.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0266,Lactiplantibacillus plantarum,GCF_032602185.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0267,Lactiplantibacillus plantarum,GCF_032818175.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0268,Lactiplantibacillus plantarum,GCF_032920365.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0269,Lactiplantibacillus plantarum,GCF_032921125.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0270,Lactiplantibacillus plantarum,GCF_033024555.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0271,Lactiplantibacillus plantarum,GCF_033546835.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0272,Lactiplantibacillus plantarum,GCF_033802745.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0273,Lactiplantibacillus plantarum,GCF_033802805.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0274,Lactiplantibacillus plantarum,GCF_034333585.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LABG_0275,Lactiplantibacillus plantarum,GCF_034426955.1,core_LAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
