Genome_ID,Species_original,Species_current,Genus,Accession,FASTA_file,Study_group,Duplicate_accession,Include_primary_analysis,Assembly_level,Genome_size_bp,GC_percent,CDS,rRNA,tRNA,Contigs,N50_bp,Isolation_source,Fermentation_type,Notes
LABG_0138,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_009937825.1,GCF_009937825.1.fna,core_LAB,False,,,3272716,44.3862,,,,6,,,,
LABG_0139,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_010092485.1,GCF_010092485.1.fna,core_LAB,False,,,3348896,44.4351,,,,3,,,,
LABG_0140,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_010586945.1,GCF_010586945.1.fna,core_LAB,False,,,3356433,44.3521,,,,2,,,,
LABG_0141,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_011022295.1,GCF_011022295.1.fna,core_LAB,False,,,3243828,44.5435,,,,5,,,,
LABG_0142,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_011304595.2,GCF_011304595.2.fna,core_LAB,False,,,3427903,44.4677,,,,6,,,,
LABG_0143,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_012109355.1,GCF_012109355.1.fna,core_LAB,False,,,3253666,44.4618,,,,5,,,,
LABG_0144,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_012974545.1,GCF_012974545.1.fna,core_LAB,False,,,3227194,44.5902,,,,1,,,,
LABG_0145,Lactiplantibacillus paraplantarum,Lactiplantibacillus paraplantarum,Lactiplantibacillus,GCF_013113675.1,GCF_013113675.1.fna,core_LAB,False,,,3289751,43.842,,,,6,,,,
LABG_0146,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_013155145.1,GCF_013155145.1.fna,core_LAB,False,,,3327596,44.2616,,,,1,,,,
LABG_0147,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_013256965.1,GCF_013256965.1.fna,core_LAB,False,,,3230201,44.5154,,,,3,,,,
LABG_0148,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_013305265.1,GCF_013305265.1.fna,core_LAB,False,,,3264501,44.4659,,,,5,,,,
LABG_0149,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_013367715.1,GCF_013367715.1.fna,core_LAB,False,,,3366732,44.3887,,,,3,,,,
LABG_0150,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_013458335.1,GCF_013458335.1.fna,core_LAB,False,,,3364901,44.3095,,,,3,,,,
LABG_0151,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_013487805.1,GCF_013487805.1.fna,core_LAB,False,,,3470030,44.3415,,,,3,,,,
LABG_0152,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_013694305.1,GCF_013694305.1.fna,core_LAB,False,,,3206342,44.5273,,,,1,,,,
LABG_0153,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_014041895.1,GCF_014041895.1.fna,core_LAB,False,,,3231383,44.5629,,,,1,,,,
LABG_0154,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_014084065.1,GCF_014084065.1.fna,core_LAB,False,,,3323585,44.381,,,,6,,,,
LABG_0155,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_014131735.1,GCF_014131735.1.fna,core_LAB,False,,,3250154,44.5004,,,,2,,,,
LABG_0156,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_014840995.1,GCF_014840995.1.fna,core_LAB,False,,,3317677,44.4059,,,,3,,,,
LABG_0157,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_015377525.1,GCF_015377525.1.fna,core_LAB,False,,,3210841,44.6393,,,,3,,,,
LABG_0158,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_015693925.1,GCF_015693925.1.fna,core_LAB,False,,,3304282,44.5557,,,,1,,,,
LABG_0159,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_016066915.1,GCF_016066915.1.fna,core_LAB,False,,,3433913,44.1636,,,,18,,,,
LABG_0160,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_016415605.1,GCF_016415605.1.fna,core_LAB,False,,,3333809,44.4175,,,,5,,,,
LABG_0161,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_016598735.1,GCF_016598735.1.fna,core_LAB,False,,,3450683,44.1476,,,,14,,,,
LABG_0162,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_016775685.1,GCF_016775685.1.fna,core_LAB,False,,,3269258,44.4965,,,,6,,,,
LABG_0163,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_016812075.1,GCF_016812075.1.fna,core_LAB,False,,,3411020,44.4473,,,,2,,,,
LABG_0164,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_016838645.1,GCF_016838645.1.fna,core_LAB,False,,,3418157,44.2426,,,,6,,,,
LABG_0165,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_016894405.1,GCF_016894405.1.fna,core_LAB,False,,,3366401,44.3892,,,,7,,,,
LABG_0166,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_017301935.1,GCF_017301935.1.fna,core_LAB,False,,,3310911,44.4881,,,,2,,,,
LABG_0167,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_017351995.1,GCF_017351995.1.fna,core_LAB,False,,,3364024,44.4529,,,,5,,,,
LABG_0168,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_017576965.1,GCF_017576965.1.fna,core_LAB,False,,,3274275,44.4657,,,,7,,,,
LABG_0169,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_017742875.1,GCF_017742875.1.fna,core_LAB,False,,,3249803,44.4918,,,,1,,,,
LABG_0170,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_017798305.1,GCF_017798305.1.fna,core_LAB,False,,,3344312,44.4278,,,,2,,,,
LABG_0171,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_018351295.1,GCF_018351295.1.fna,core_LAB,False,,,3353701,44.3509,,,,3,,,,
LABG_0172,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_018588605.2,GCF_018588605.2.fna,core_LAB,False,,,3510837,44.3495,,,,11,,,,
LABG_0173,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_018588615.2,GCF_018588615.2.fna,core_LAB,False,,,3294393,44.4954,,,,2,,,,
LABG_0174,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_018588665.2,GCF_018588665.2.fna,core_LAB,False,,,3294048,44.4944,,,,2,,,,
LABG_0175,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_019076805.1,GCF_019076805.1.fna,core_LAB,False,,,3209835,44.6023,,,,2,,,,
LABG_0176,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_019211765.1,GCF_019211765.1.fna,core_LAB,False,,,3305675,44.5027,,,,3,,,,
LABG_0177,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_019211785.1,GCF_019211785.1.fna,core_LAB,False,,,3331790,44.4687,,,,4,,,,
LABG_0178,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_019321805.1,GCF_019321805.1.fna,core_LAB,False,,,3359746,44.3942,,,,5,,,,
LABG_0179,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_019399915.1,GCF_019399915.1.fna,core_LAB,False,,,3270949,44.5252,,,,6,,,,
LABG_0180,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_019425695.1,GCF_019425695.1.fna,core_LAB,False,,,3217574,44.6304,,,,1,,,,
LABG_0181,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_019469465.1,GCF_019469465.1.fna,core_LAB,False,,,3079648,44.9091,,,,1,,,,
LABG_0182,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_020881935.1,GCF_020881935.1.fna,core_LAB,False,,,3427633,44.3069,,,,4,,,,
LABG_0183,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_021279005.2,GCF_021279005.2.fna,core_LAB,False,,,3234271,44.545,,,,1,,,,
LABG_0184,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_021559675.1,GCF_021559675.1.fna,core_LAB,False,,,3388042,44.4102,,,,7,,,,
LABG_0185,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_021559915.1,GCF_021559915.1.fna,core_LAB,False,,,3218982,44.5265,,,,7,,,,
LABG_0186,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_021560135.1,GCF_021560135.1.fna,core_LAB,False,,,3255228,44.619,,,,1,,,,
LABG_0187,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_021650875.1,GCF_021650875.1.fna,core_LAB,False,,,3305676,44.5026,,,,3,,,,
LABG_0188,Lactiplantibacillus paraplantarum,Lactiplantibacillus paraplantarum,Lactiplantibacillus,GCF_021869545.1,GCF_021869545.1.fna,core_LAB,False,,,3302590,43.8207,,,,6,,,,
LABG_0189,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_022558425.1,GCF_022558425.1.fna,core_LAB,False,,,3320817,44.3663,,,,8,,,,
LABG_0190,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_022810685.1,GCF_022810685.1.fna,core_LAB,False,,,3213962,44.5075,,,,4,,,,
LABG_0191,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_023207995.1,GCF_023207995.1.fna,core_LAB,False,,,3311099,44.4873,,,,2,,,,
LABG_0192,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_023278325.1,GCF_023278325.1.fna,core_LAB,False,,,3287185,44.5103,,,,7,,,,
LABG_0193,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_023347215.1,GCF_023347215.1.fna,core_LAB,False,,,3197704,44.6045,,,,9,,,,
LABG_0194,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_023348385.1,GCF_023348385.1.fna,core_LAB,False,,,3275253,44.4851,,,,1,,,,
LABG_0195,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_023348465.1,GCF_023348465.1.fna,core_LAB,False,,,3206211,44.6245,,,,1,,,,
LABG_0196,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_023348525.1,GCF_023348525.1.fna,core_LAB,False,,,3272989,44.5996,,,,1,,,,
LABG_0197,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_023370155.1,GCF_023370155.1.fna,core_LAB,False,,,3314958,44.4286,,,,6,,,,
LABG_0198,Lactiplantibacillus pentosus,Lactiplantibacillus pentosus,Lactiplantibacillus,GCF_023823145.1,GCF_023823145.1.fna,core_LAB,False,,,3812583,46.0928,,,,7,,,,
LABG_0199,Lactiplantibacillus pentosus,Lactiplantibacillus pentosus,Lactiplantibacillus,GCF_023972895.1,GCF_023972895.1.fna,core_LAB,False,,,3860943,45.9886,,,,5,,,,
LABG_0200,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_023973045.1,GCF_023973045.1.fna,core_LAB,False,,,3333079,44.422,,,,2,,,,
LABG_0201,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_024137845.1,GCF_024137845.1.fna,core_LAB,False,,,3197299,44.5899,,,,1,,,,
LABG_0202,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_024137985.1,GCF_024137985.1.fna,core_LAB,False,,,3450583,44.3882,,,,6,,,,
LABG_0203,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_024181685.1,GCF_024181685.1.fna,core_LAB,False,,,3314193,44.3156,,,,10,,,,
LABG_0204,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_024181705.1,GCF_024181705.1.fna,core_LAB,False,,,3482523,44.3772,,,,9,,,,
LABG_0205,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_024396815.1,GCF_024396815.1.fna,core_LAB,False,,,3298330,44.5087,,,,3,,,,
LABG_0206,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_024442115.1,GCF_024442115.1.fna,core_LAB,False,,,3303421,44.5644,,,,2,,,,
LABG_0207,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_024732385.1,GCF_024732385.1.fna,core_LAB,False,,,3197263,44.59,,,,1,,,,
LABG_0208,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_024758665.1,GCF_024758665.1.fna,core_LAB,False,,,3303475,44.5293,,,,2,,,,
LABG_0209,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_024758745.1,GCF_024758745.1.fna,core_LAB,False,,,3267389,44.4878,,,,2,,,,
LABG_0210,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_024800605.1,GCF_024800605.1.fna,core_LAB,False,,,3263453,44.5217,,,,1,,,,
LABG_0211,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_024969715.1,GCF_024969715.1.fna,core_LAB,False,,,3255705,44.5064,,,,1,,,,
LABG_0212,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_024969905.1,GCF_024969905.1.fna,core_LAB,False,,,3263539,44.522,,,,1,,,,
LABG_0213,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_024970125.1,GCF_024970125.1.fna,core_LAB,False,,,3255701,44.5064,,,,1,,,,
LABG_0214,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_024970145.1,GCF_024970145.1.fna,core_LAB,False,,,3255701,44.5064,,,,1,,,,
LABG_0215,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_024970165.1,GCF_024970165.1.fna,core_LAB,False,,,3226393,44.5969,,,,1,,,,
LABG_0216,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_025144505.1,GCF_025144505.1.fna,core_LAB,False,,,3322298,44.5056,,,,1,,,,
LABG_0217,Lactiplantibacillus pentosus,Lactiplantibacillus pentosus,Lactiplantibacillus,GCF_025398935.1,GCF_025398935.1.fna,core_LAB,False,,,3583752,46.3471,,,,6,,,,
LABG_0218,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_025402835.1,GCF_025402835.1.fna,core_LAB,False,,,3249917,44.5014,,,,2,,,,
LABG_0219,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_025723165.1,GCF_025723165.1.fna,core_LAB,False,,,3310793,44.4865,,,,2,,,,
LABG_0220,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_026013765.1,GCF_026013765.1.fna,core_LAB,False,,,3479648,44.2368,,,,7,,,,
LABG_0221,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_026016545.1,GCF_026016545.1.fna,core_LAB,False,,,3410828,44.3384,,,,8,,,,
LABG_0222,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_026153115.1,GCF_026153115.1.fna,core_LAB,False,,,3375711,44.4217,,,,3,,,,
LABG_0223,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_026183415.1,GCF_026183415.1.fna,core_LAB,False,,,3236314,44.5239,,,,3,,,,
LABG_0224,Lactiplantibacillus pentosus,Lactiplantibacillus pentosus,Lactiplantibacillus,GCF_026222675.1,GCF_026222675.1.fna,core_LAB,False,,,3622037,46.4077,,,,1,,,,
LABG_0225,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_026240755.1,GCF_026240755.1.fna,core_LAB,False,,,3324561,44.5684,,,,3,,,,
LABG_0226,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_026689375.1,GCF_026689375.1.fna,core_LAB,False,,,3443408,44.3656,,,,9,,,,
LABG_0227,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_026976315.1,GCF_026976315.1.fna,core_LAB,False,,,3347824,44.4459,,,,4,,,,
LABG_0228,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_027474465.1,GCF_027474465.1.fna,core_LAB,False,,,3195259,44.535,,,,8,,,,
LABG_0229,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_027557615.1,GCF_027557615.1.fna,core_LAB,False,,,3304210,44.5559,,,,1,,,,
LABG_0230,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_027558615.1,GCF_027558615.1.fna,core_LAB,False,,,3267994,44.4883,,,,2,,,,
LABG_0231,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_027920405.1,GCF_027920405.1.fna,core_LAB,False,,,3212787,44.622,,,,4,,,,
LABG_0232,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_028201575.1,GCF_028201575.1.fna,core_LAB,False,,,3312044,44.3822,,,,4,,,,
LABG_0233,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_028463965.1,GCF_028463965.1.fna,core_LAB,False,,,3274303,44.4714,,,,6,,,,
LABG_0234,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_028768485.1,GCF_028768485.1.fna,core_LAB,False,,,3248753,44.5399,,,,1,,,,
LABG_0235,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_028869445.1,GCF_028869445.1.fna,core_LAB,False,,,3394761,44.3432,,,,4,,,,
LABG_0236,Lactiplantibacillus paraplantarum,Lactiplantibacillus paraplantarum,Lactiplantibacillus,GCF_029025825.1,GCF_029025825.1.fna,core_LAB,False,,,3245144,43.808,,,,2,,,,
LABG_0237,Lactiplantibacillus paraplantarum,Lactiplantibacillus paraplantarum,Lactiplantibacillus,GCF_029391915.1,GCF_029391915.1.fna,core_LAB,False,,,3168911,43.9264,,,,3,,,,
LABG_0238,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_029542245.1,GCF_029542245.1.fna,core_LAB,False,,,3290693,44.4407,,,,1,,,,
LABG_0239,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_029543005.1,GCF_029543005.1.fna,core_LAB,False,,,3254586,44.5669,,,,2,,,,
LABG_0240,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_029590535.1,GCF_029590535.1.fna,core_LAB,False,,,3332087,44.4521,,,,3,,,,
LABG_0241,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_029637825.1,GCF_029637825.1.fna,core_LAB,False,,,3331743,44.44,,,,8,,,,
LABG_0242,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_029814785.1,GCF_029814785.1.fna,core_LAB,False,,,3304253,44.5556,,,,1,,,,
LABG_0243,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_029834415.1,GCF_029834415.1.fna,core_LAB,False,,,3304238,44.5563,,,,1,,,,
LABG_0244,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_029854235.1,GCF_029854235.1.fna,core_LAB,False,,,3300453,44.5212,,,,2,,,,
LABG_0245,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_029854315.1,GCF_029854315.1.fna,core_LAB,False,,,3240756,44.5066,,,,5,,,,
LABG_0246,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_029854335.1,GCF_029854335.1.fna,core_LAB,False,,,3475955,44.4023,,,,8,,,,
LABG_0247,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_029855105.1,GCF_029855105.1.fna,core_LAB,False,,,3474597,44.2976,,,,3,,,,
LABG_0248,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_029906425.1,GCF_029906425.1.fna,core_LAB,False,,,3364547,44.1556,,,,4,,,,
LABG_0249,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_030253605.1,GCF_030253605.1.fna,core_LAB,False,,,3441908,44.3661,,,,3,,,,
LABG_0250,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_030297695.1,GCF_030297695.1.fna,core_LAB,False,,,3296119,44.4951,,,,1,,,,
LABG_0251,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_030297735.1,GCF_030297735.1.fna,core_LAB,False,,,3297043,44.4994,,,,2,,,,
LABG_0252,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_030463605.1,GCF_030463605.1.fna,core_LAB,False,,,3364894,44.3093,,,,3,,,,
LABG_0253,Lactiplantibacillus pentosus,Lactiplantibacillus pentosus,Lactiplantibacillus,GCF_030480485.1,GCF_030480485.1.fna,core_LAB,False,,,3796630,46.1544,,,,9,,,,
LABG_0254,Lactiplantibacillus pentosus,Lactiplantibacillus pentosus,Lactiplantibacillus,GCF_030489685.1,GCF_030489685.1.fna,core_LAB,False,,,3735483,46.3674,,,,5,,,,
LABG_0255,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_030503695.1,GCF_030503695.1.fna,core_LAB,False,,,3432272,44.3024,,,,5,,,,
LABG_0256,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_030758995.1,GCF_030758995.1.fna,core_LAB,False,,,3432810,44.3593,,,,5,,,,
LABG_0257,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_031348585.1,GCF_031348585.1.fna,core_LAB,False,,,3264137,44.5837,,,,1,,,,
LABG_0258,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_031432955.1,GCF_031432955.1.fna,core_LAB,False,,,3329993,44.4418,,,,3,,,,
LABG_0259,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_031583165.1,GCF_031583165.1.fna,core_LAB,False,,,3412812,44.3005,,,,9,,,,
LABG_0260,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_031596315.1,GCF_031596315.1.fna,core_LAB,False,,,3194853,44.6272,,,,3,,,,
LABG_0261,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_031597175.1,GCF_031597175.1.fna,core_LAB,False,,,3396872,44.3121,,,,3,,,,
LABG_0262,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_031876755.1,GCF_031876755.1.fna,core_LAB,False,,,2839103,44.9923,,,,1,,,,
LABG_0263,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_031877725.1,GCF_031877725.1.fna,core_LAB,False,,,3246259,44.5568,,,,1,,,,
LABG_0264,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_032463565.1,GCF_032463565.1.fna,core_LAB,False,,,3287706,44.4795,,,,4,,,,
LABG_0265,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_032463585.1,GCF_032463585.1.fna,core_LAB,False,,,3289072,44.4791,,,,5,,,,
LABG_0266,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_032602185.1,GCF_032602185.1.fna,core_LAB,False,,,3248291,44.4775,,,,4,,,,
LABG_0267,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_032818175.1,GCF_032818175.1.fna,core_LAB,False,,,3364924,44.3093,,,,3,,,,
LABG_0268,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_032920365.1,GCF_032920365.1.fna,core_LAB,False,,,3422913,44.3291,,,,4,,,,
LABG_0269,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_032921125.1,GCF_032921125.1.fna,core_LAB,False,,,3287574,44.5329,,,,5,,,,
LABG_0270,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_033024555.1,GCF_033024555.1.fna,core_LAB,False,,,3240805,44.5066,,,,1,,,,
LABG_0271,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_033546835.1,GCF_033546835.1.fna,core_LAB,False,,,3190516,44.6643,,,,2,,,,
LABG_0272,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_033802745.1,GCF_033802745.1.fna,core_LAB,False,,,3236559,44.5814,,,,2,,,,
LABG_0273,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_033802805.1,GCF_033802805.1.fna,core_LAB,False,,,3199580,44.6649,,,,1,,,,
LABG_0274,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_034333585.1,GCF_034333585.1.fna,core_LAB,False,,,3169201,44.5907,,,,6,,,,
LABG_0275,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_034426955.1,GCF_034426955.1.fna,core_LAB,False,,,3289056,44.473,,,,8,,,,
LABG_0276,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_035336205.1,GCF_035336205.1.fna,core_LAB,False,,,3353276,44.4511,,,,4,,,,
LABG_0277,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,Lactiplantibacillus,GCF_035338015.1,GCF_035338015.1.fna,core_LAB,False,,,3431860,44.3384,,,,5,,,,
